orth_id	hESC_rep1	hESC_rep2	hESC_rep3	mESC_rep1	mESC_rep2	mESC_rep3
ENSG00000180818__ENSMUSG00000022484	0	0	0	29	13	19
ENSG00000197757__ENSMUSG00000001661	0	0	0	6	6	9
ENSG00000207924__ENSMUSG00000065488	0	0	0	0	0	0
ENSG00000180806__ENSMUSG00000036139	0	0	0	5	5	12
ENSG00000037965__ENSMUSG00000001657	0	0	0	2	0	4
ENSG00000198353__ENSMUSG00000075394	0	0	0	102	52	64
ENSG00000172789__ENSMUSG00000022485	0	0	0	9	5	2
ENSG00000123415__ENSMUSG00000036061	1345	1313	1065	526	547	562
ENSG00000094916__ENSMUSG00000009575	17656	9255	20440	8039	8848	10023
ENSG00000135486__ENSMUSG00000046434	72158	55226	98893	12409	14769	15446
ENSG00000123405__ENSMUSG00000058794	55	58	45	24	40	33
ENSG00000111481__ENSMUSG00000060992	7507	7257	5784	3500	3299	3510
ENSG00000199122__ENSMUSG00000065560	0	0	1	0	0	0
ENSG00000161642__ENSMUSG00000000552	549	902	715	746	602	622
ENSG00000161638__ENSMUSG00000000555	4199	4734	3931	748	440	619
ENSG00000170627__ENSMUSG00000022487	59	52	45	37	31	47
ENSG00000123338__ENSMUSG00000022488	5	5	8	354	213	309
ENSG00000123360__ENSMUSG00000022489	72	97	63	494	608	784
ENSG00000135447__ENSMUSG00000022490	352	468	370	345	393	475
ENSG00000135426__ENSMUSG00000034833	10	3	9	0	0	0
ENSG00000123307__ENSMUSG00000048015	0	0	2	0	0	0
ENSG00000170605__ENSMUSG00000058084	0	0	0	0	0	0
ENSG00000170605__ENSMUSG00000059862	0	0	0	0	0	0
ENSG00000188324__ENSMUSG00000044537	0	0	0	0	0	0
ENSG00000205329__ENSMUSG00000049217	0	0	0	0	0	0
ENSG00000187857__ENSMUSG00000044025	0	1	0	0	0	0
ENSG00000205328__ENSMUSG00000049894	0	0	0	0	0	0
ENSG00000185821__ENSMUSG00000050251	0	0	0	0	0	0
ENSG00000185821__ENSMUSG00000052818	0	0	0	0	0	0
ENSG00000179695__ENSMUSG00000047626	0	0	0	0	0	0
ENSG00000184954__ENSMUSG00000061961	0	0	0	0	0	0
ENSG00000184954__ENSMUSG00000059134	0	0	0	0	0	0
ENSG00000205327__ENSMUSG00000049573	0	0	0	0	0	0
ENSG00000179615__ENSMUSG00000056853	0	0	0	0	0	0
ENSG00000179615__ENSMUSG00000059762	0	0	0	0	0	0
ENSG00000175398__ENSMUSG00000052012	0	0	0	0	0	0
ENSG00000170439__ENSMUSG00000025347	357	360	237	0	0	1
ENSG00000135424__ENSMUSG00000025348	2758	2755	2494	28	28	22
ENSG00000258311__ENSMUSG00000090247	40	29	40	125	124	113
ENSG00000135441__ENSMUSG00000090247	712	691	494	125	124	113
ENSG00000135437__ENSMUSG00000025350	25	17	27	25	17	40
ENSG00000135404__ENSMUSG00000025351	18786	19122	16063	7453	5091	6232
ENSG00000135414__ENSMUSG00000025352	1247	1389	1392	35	35	40
ENSG00000205323__ENSMUSG00000078427	119	111	148	825	776	980
ENSG00000257390__ENSMUSG00000025354	4	5	9	934	883	988
ENSG00000123353__ENSMUSG00000025353	1340	1528	1309	414	380	385
ENSG00000135392__ENSMUSG00000025354	1471	1516	1310	934	883	988
ENSG00000123342__ENSMUSG00000025355	134	149	217	21	22	31
ENSG00000170473__ENSMUSG00000064030	4369	4307	3887	1223	1270	1251
ENSG00000065357__ENSMUSG00000025357	693	907	662	1395	1383	1722
ENSG00000185664__ENSMUSG00000025359	4812	4721	3285	723	684	1122
ENSG00000123374__ENSMUSG00000025358	2408	2785	2527	2915	3143	3404
ENSG00000111540__ENSMUSG00000000711	1471	1318	1274	1837	1897	2111
ENSG00000139531__ENSMUSG00000049858	2032	2079	1633	146	114	127
ENSG00000123411__ENSMUSG00000002578	948	1023	1058	42	37	33
ENSG00000065361__ENSMUSG00000018166	4735	4253	4165	1376	1208	1190
ENSG00000257411__ENSMUSG00000025364	0	0	0	9802	9748	9683
ENSG00000170515__ENSMUSG00000025364	18090	21436	16666	9802	9748	9683
ENSG00000135482__ENSMUSG00000039810	550	558	434	602	561	639
ENSG00000139641__ENSMUSG00000025366	12799	13879	11543	2105	1775	1990
ENSG00000196465__ENSMUSG00000039824	6402	6082	4762	141	156	179
ENSG00000092841__ENSMUSG00000090841	41681	38499	31081	3647	3331	3406
ENSG00000139613__ENSMUSG00000025369	3486	3681	3478	639	568	684
ENSG00000181852__ENSMUSG00000025373	6700	6005	5174	795	772	744
ENSG00000139579__ENSMUSG00000025374	3470	3600	3188	686	619	624
ENSG00000139540__ENSMUSG00000039878	8	3	2	3	7	9
ENSG00000139645__ENSMUSG00000014498	5108	5158	4630	844	765	981
ENSG00000135469__ENSMUSG00000039914	672	616	570	224	248	350
ENSG00000062485__ENSMUSG00000046934	12648	15633	13648	4	2	2
ENSG00000062485__ENSMUSG00000005683	12648	15633	13648	9519	8456	9635
ENSG00000144785__ENSMUSG00000025381	0	2	1	2100	1733	2045
ENSG00000135473__ENSMUSG00000005682	1814	1521	1384	1484	1526	1850
ENSG00000110944__ENSMUSG00000025383	75	88	69	80	52	111
ENSG00000170581__ENSMUSG00000040033	1660	1463	1480	1903	1312	1559
ENSG00000175336__ENSMUSG00000047631	2	3	0	15	13	15
ENSG00000111602__ENSMUSG00000039994	10866	9833	8898	2449	2405	2840
ENSG00000135517__ENSMUSG00000025389	10	8	8	2	4	5
ENSG00000176422__ENSMUSG00000051346	1382	1262	1102	646	606	656
ENSG00000135423__ENSMUSG00000044005	1106	1250	873	449	481	567
ENSG00000076067__ENSMUSG00000040043	1519	1214	1451	1835	2033	2056
ENSG00000076108__ENSMUSG00000040054	14927	14169	13300	10389	11813	13022
ENSG00000110955__ENSMUSG00000025393	81426	84482	63451	39186	36986	41487
ENSG00000207031__ENSMUSG00000064778	2	3	0	5	0	1
ENSG00000110958__ENSMUSG00000071072	30098	35181	39315	6894	7715	8753
ENSG00000196531__ENSMUSG00000061315	31557	25737	45620	10045	11580	12233
ENSG00000198056__ENSMUSG00000025395	2738	2099	3241	1629	1645	1833
ENSG00000025423__ENSMUSG00000025396	167	151	256	0	1	4
ENSG00000170426__ENSMUSG00000040127	4	2	1	15	11	12
ENSG00000139547__ENSMUSG00000089789	15	12	7	3	4	3
ENSG00000139547__ENSMUSG00000069456	15	12	7	0	0	0
ENSG00000139547__ENSMUSG00000074639	15	12	7	2	2	9
ENSG00000139547__ENSMUSG00000056148	15	12	7	2	0	7
ENSG00000139547__ENSMUSG00000054052	15	12	7	0	0	0
ENSG00000139547__ENSMUSG00000040134	15	12	7	3	2	4
ENSG00000166856__ENSMUSG00000058396	5	1	2	37	30	43
ENSG00000166860__ENSMUSG00000044617	3819	4077	3898	829	818	906
ENSG00000166863__ENSMUSG00000025400	445	513	399	6	10	17
ENSG00000166866__ENSMUSG00000025401	5	7	11	53	70	105
ENSG00000166881__ENSMUSG00000040195	3145	2159	5155	1429	1493	1803
ENSG00000166886__ENSMUSG00000025402	1894	1898	1547	106	116	122
ENSG00000166888__ENSMUSG00000002147	3331	2898	2138	926	833	1007
ENSG00000123384__ENSMUSG00000040249	21512	18850	17576	1576	1492	2222
ENSG00000182379__ENSMUSG00000040258	30	63	42	3	5	4
ENSG00000182199__ENSMUSG00000025403	28419	27068	20428	3765	3147	3773
ENSG00000185633__ENSMUSG00000040280	9	13	4	8	12	14
ENSG00000185482__ENSMUSG00000040287	86	76	58	7	4	5
ENSG00000179912__ENSMUSG00000025404	622	637	716	1941	1780	2205
ENSG00000258830__ENSMUSG00000025404	0	0	0	1941	1780	2205
ENSG00000175189__ENSMUSG00000025405	43	33	30	3	6	3
ENSG00000139269__ENSMUSG00000047492	3701	2420	2621	19	18	22
ENSG00000111087__ENSMUSG00000025407	1043	1065	972	363	302	417
ENSG00000123329__ENSMUSG00000040345	217	272	176	371	425	483
ENSG00000166986__ENSMUSG00000040354	29227	28444	22484	5241	4838	5919
ENSG00000175197__ENSMUSG00000025408	254	388	436	443	391	755
ENSG00000166987__ENSMUSG00000025409	766	898	963	695	737	867
ENSG00000175203__ENSMUSG00000025410	6907	7660	6104	3566	3363	3952
ENSG00000155980__ENSMUSG00000074657	2011	2113	2142	1257	1126	1708
ENSG00000166908__ENSMUSG00000025417	2897	3155	2936	2352	2624	3136
ENSG00000178498__ENSMUSG00000040415	2190	2453	2068	809	795	1135
ENSG00000240771__ENSMUSG00000019467	493	439	288	536	473	691
ENSG00000135502__ENSMUSG00000040441	16	8	9	34	51	67
ENSG00000135454__ENSMUSG00000006731	79	119	111	73	92	119
ENSG00000135506__ENSMUSG00000040462	5212	4920	4564	830	758	913
ENSG00000135439__ENSMUSG00000025422	100	85	44	2	4	1
ENSG00000135452__ENSMUSG00000006736	1106	1128	931	1265	1109	1197
ENSG00000135446__ENSMUSG00000006728	11554	10910	8785	9282	9302	9056
ENSG00000139266__ENSMUSG00000040502	181	246	172	277	282	234
ENSG00000111012__ENSMUSG00000006724	125	178	130	9	3	9
ENSG00000037897__ENSMUSG00000006732	1960	2392	1809	658	559	534
ENSG00000123427__ENSMUSG00000080115	188	212	232	3	9	13
ENSG00000123297__ENSMUSG00000040521	1889	2063	1730	827	784	845
ENSG00000135407__ENSMUSG00000025432	78	57	79	13	17	19
ENSG00000175215__ENSMUSG00000078429	10845	10483	8216	4081	3883	4349
ENSG00000207789__ENSMUSG00000065430	1	7	1	1	0	0
ENSG00000166896__ENSMUSG00000025436	269	267	320	161	176	156
ENSG00000139263__ENSMUSG00000020105	546	584	696	650	704	737
ENSG00000212599__ENSMUSG00000089383	0	0	0	0	0	0
ENSG00000251931__ENSMUSG00000088318	1	0	0	0	0	0
ENSG00000202471__ENSMUSG00000084435	0	0	0	0	0	0
ENSG00000118596__ENSMUSG00000020102	71	57	198	1	1	1
ENSG00000251822__ENSMUSG00000088713	0	0	0	0	0	0
ENSG00000251822__ENSMUSG00000089491	0	0	0	5	2	3
ENSG00000198673__ENSMUSG00000044071	50	38	88	0	0	0
ENSG00000135655__ENSMUSG00000020124	1171	735	2917	975	1352	1589
ENSG00000061987__ENSMUSG00000034602	1038	541	2151	1285	1257	1574
ENSG00000199179__ENSMUSG00000065406	6	9	10	0	0	0
ENSG00000111110__ENSMUSG00000034613	3249	2745	2590	284	189	301
ENSG00000200296__ENSMUSG00000065344	0	0	0	0	0	0
ENSG00000166148__ENSMUSG00000020123	1	1	1	0	0	0
ENSG00000177990__ENSMUSG00000085576	78	67	224	0	0	0
ENSG00000118600__ENSMUSG00000034620	580	533	915	459	491	503
ENSG00000196935__ENSMUSG00000020121	754	633	1028	420	463	577
ENSG00000174206__ENSMUSG00000053684	370	266	333	344	435	411
ENSG00000185306__ENSMUSG00000047642	75	41	87	2	8	11
ENSG00000184575__ENSMUSG00000034667	13784	8157	23796	3862	4100	4842
ENSG00000183735__ENSMUSG00000020115	1033	685	2409	753	866	1006
ENSG00000153179__ENSMUSG00000025795	2769	2155	3893	157	208	196
ENSG00000135677__ENSMUSG00000034707	2974	2701	3132	1407	1453	1968
ENSG00000111490__ENSMUSG00000052302	209	224	267	1	0	0
ENSG00000156076__ENSMUSG00000020218	115	201	249	0	3	0
ENSG00000174106__ENSMUSG00000048661	2556	1453	3809	711	830	897
ENSG00000174099__ENSMUSG00000051236	50	49	109	18	24	25
ENSG00000139233__ENSMUSG00000020224	571	428	1224	471	488	496
ENSG00000228144__ENSMUSG00000020225	0	0	0	670	620	680
ENSG00000155957__ENSMUSG00000020225	101	95	130	670	620	680
ENSG00000090376__ENSMUSG00000020227	100	68	194	578	345	440
ENSG00000127311__ENSMUSG00000020228	205	112	408	1810	1855	2037
ENSG00000155974__ENSMUSG00000034813	567	271	777	30	32	41
ENSG00000111530__ENSMUSG00000020114	9009	4861	18158	5174	5073	5268
ENSG00000127334__ENSMUSG00000028630	1663	1198	2836	96	108	117
ENSG00000111537__ENSMUSG00000055170	0	0	0	0	0	0
ENSG00000127318__ENSMUSG00000074695	0	0	0	0	0	0
ENSG00000127318__ENSMUSG00000090461	0	0	0	0	0	0
ENSG00000111554__ENSMUSG00000020212	391	238	796	300	420	494
ENSG00000127314__ENSMUSG00000052681	2848	1921	4609	1764	1961	2099
ENSG00000111581__ENSMUSG00000052798	4818	2563	9756	2829	3042	3172
ENSG00000175782__ENSMUSG00000060181	935	1015	1161	247	300	286
ENSG00000135679__ENSMUSG00000020184	2196	1473	5787	3260	3338	4140
ENSG00000135678__ENSMUSG00000020183	33	44	55	17	8	19
ENSG00000111605__ENSMUSG00000055531	8053	9155	12667	2135	2721	3176
ENSG00000090382__ENSMUSG00000069515	4	5	3	0	0	0
ENSG00000090382__ENSMUSG00000069516	4	5	3	0	1	0
ENSG00000127337__ENSMUSG00000020171	1557	1283	1938	839	925	951
ENSG00000166225__ENSMUSG00000020170	1008	560	2181	1025	1101	1303
ENSG00000166226__ENSMUSG00000034024	34776	30370	35390	12112	13051	13051
ENSG00000198812__ENSMUSG00000060187	0	0	0	1	0	4
ENSG00000127325__ENSMUSG00000020169	19	23	34	2	3	2
ENSG00000127328__ENSMUSG00000064181	887	561	1370	520	472	634
ENSG00000166268__ENSMUSG00000034057	174	143	192	1	3	4
ENSG00000111596__ENSMUSG00000020166	3599	2464	5325	1641	1774	2087
ENSG00000135643__ENSMUSG00000054934	1900	1750	1488	3	6	9
ENSG00000127329__ENSMUSG00000020154	103	93	131	3	2	1
ENSG00000153233__ENSMUSG00000020151	28	18	24	5	2	0
ENSG00000127324__ENSMUSG00000034127	1	1	1	2	1	5
ENSG00000139292__ENSMUSG00000020140	10	5	22	0	0	0
ENSG00000133858__ENSMUSG00000034163	1304	685	3252	1012	1206	1493
ENSG00000173451__ENSMUSG00000020137	160	104	254	122	117	169
ENSG00000258064__ENSMUSG00000020137	0	0	0	122	117	169
ENSG00000139291__ENSMUSG00000069520	397	360	601	1624	1332	1448
ENSG00000080371__ENSMUSG00000020132	1289	1034	2415	949	944	1211
ENSG00000121749__ENSMUSG00000020130	1621	1175	3137	1335	1599	1876
ENSG00000139287__ENSMUSG00000006764	7	10	30	10	14	7
ENSG00000072657__ENSMUSG00000050663	76	46	182	1	2	0
ENSG00000201809__ENSMUSG00000089313	0	0	0	0	0	0
ENSG00000253719__ENSMUSG00000074748	7753	8195	7846	1634	1351	1550
ENSG00000166006__ENSMUSG00000035681	1	0	4	3	6	4
ENSG00000180881__ENSMUSG00000035694	43	22	104	47	33	73
ENSG00000173401__ENSMUSG00000020213	234	194	576	0	0	0
ENSG00000180481__ENSMUSG00000020214	2	0	1	0	0	0
ENSG00000139278__ENSMUSG00000056888	109	86	328	1	0	2
ENSG00000111615__ENSMUSG00000063334	1376	977	2839	947	1167	1303
ENSG00000139289__ENSMUSG00000020205	2784	2865	4896	30	29	33
ENSG00000187109__ENSMUSG00000058799	46175	45238	74602	11744	14185	14330
ENSG00000179941__ENSMUSG00000035759	589	342	1296	129	134	146
ENSG00000091039__ENSMUSG00000020189	2364	1102	5708	356	431	687
ENSG00000186908__ENSMUSG00000035798	1008	588	2744	482	560	670
ENSG00000175183__ENSMUSG00000020186	4983	4539	5006	3141	3310	3332
ENSG00000165891__ENSMUSG00000020185	1620	1605	3190	354	387	382
ENSG00000067798__ENSMUSG00000020181	188	94	485	2	1	0
ENSG00000067715__ENSMUSG00000035864	1193	622	2412	0	2	1
ENSG00000177425__ENSMUSG00000035873	4983	3306	10525	845	743	989
ENSG00000058272__ENSMUSG00000019907	3414	1948	8340	1296	1404	1837
ENSG00000165899__ENSMUSG00000091455	27	13	26	0	0	0
ENSG00000222880__ENSMUSG00000084671	0	0	0	0	0	0
ENSG00000139304__ENSMUSG00000035916	1	0	0	1	1	3
ENSG00000111046__ENSMUSG00000035923	3	1	4	0	0	0
ENSG00000111049__ENSMUSG00000000435	0	0	0	0	0	0
ENSG00000111052__ENSMUSG00000019906	329	182	457	0	0	0
ENSG00000111058__ENSMUSG00000035948	867	677	1159	0	0	0
ENSG00000133773__ENSMUSG00000019897	1682	1304	2523	639	737	827
ENSG00000127720__ENSMUSG00000036009	371	357	488	151	210	192
ENSG00000179104__ENSMUSG00000036019	266	156	339	42	66	62
ENSG00000252220__ENSMUSG00000089593	0	0	0	0	0	0
ENSG00000072041__ENSMUSG00000019894	1495	1094	2450	112	89	79
ENSG00000133640__ENSMUSG00000019892	24	22	66	2	4	0
ENSG00000180318__ENSMUSG00000036602	23	32	32	0	0	0
ENSG00000198774__ENSMUSG00000044921	28	10	43	3	1	1
ENSG00000133636__ENSMUSG00000019890	1539	1471	2214	0	0	0
ENSG00000182050__ENSMUSG00000019888	127	77	264	0	1	0
ENSG00000165805__ENSMUSG00000056912	1	2	2	0	0	0
ENSG00000133641__ENSMUSG00000046567	890	860	1429	166	207	286
ENSG00000198707__ENSMUSG00000019971	468	177	1111	114	159	228
ENSG00000139324__ENSMUSG00000036676	1733	833	4191	1003	1110	1389
ENSG00000049130__ENSMUSG00000019966	350	320	1047	4	9	6
ENSG00000139318__ENSMUSG00000019960	15165	14107	15007	120	108	137
ENSG00000139323__ENSMUSG00000019952	837	533	1137	564	498	603
ENSG00000257594__ENSMUSG00000090035	16	1	31	142	126	147
ENSG00000259075__ENSMUSG00000090035	0	0	0	142	126	147
ENSG00000070961__ENSMUSG00000019943	1408	657	3416	2214	2268	2616
ENSG00000197651__ENSMUSG00000047025	0	0	0	0	0	0
ENSG00000083782__ENSMUSG00000019936	0	0	0	0	0	1
ENSG00000139330__ENSMUSG00000019932	0	0	0	0	0	0
ENSG00000139329__ENSMUSG00000036446	0	0	0	0	0	0
ENSG00000011465__ENSMUSG00000019929	0	0	0	0	0	0
ENSG00000133639__ENSMUSG00000068173	1424	1453	1780	0	0	0
ENSG00000133639__ENSMUSG00000036478	1424	1453	1780	2137	2034	2990
ENSG00000102189__ENSMUSG00000036499	714	295	1713	333	419	720
ENSG00000202534__ENSMUSG00000064755	0	0	0	0	0	0
ENSG00000173598__ENSMUSG00000020029	1981	1561	2761	1791	2154	2362
ENSG00000198015__ENSMUSG00000062981	4144	3120	6593	1243	1304	1564
ENSG00000120833__ENSMUSG00000020027	1272	1272	2224	1220	1288	1463
ENSG00000169372__ENSMUSG00000045867	313	274	287	277	298	315
ENSG00000136040__ENSMUSG00000074785	110	82	172	8	7	4
ENSG00000173588__ENSMUSG00000020024	663	400	1504	668	775	1002
ENSG00000057704__ENSMUSG00000020023	139	150	226	26	37	53
ENSG00000184752__ENSMUSG00000020022	2648	2505	2737	525	487	457
ENSG00000120798__ENSMUSG00000005897	1140	947	2519	170	149	221
ENSG00000180263__ENSMUSG00000020021	1205	551	2862	291	249	354
ENSG00000028203__ENSMUSG00000036099	2214	1131	4365	266	328	385
ENSG00000199172__ENSMUSG00000065607	6	1	12	0	0	0
ENSG00000111142__ENSMUSG00000036112	5586	3387	11701	2704	3097	3386
ENSG00000136014__ENSMUSG00000020020	8059	4656	13932	21	28	59
ENSG00000074527__ENSMUSG00000020019	34	25	50	4	2	9
ENSG00000139343__ENSMUSG00000020018	8540	9929	9373	652	657	779
ENSG00000165972__ENSMUSG00000036168	0	2	4	32	52	59
ENSG00000139344__ENSMUSG00000015890	15	28	19	0	2	3
ENSG00000084110__ENSMUSG00000020017	9	12	13	82	144	135
ENSG00000111144__ENSMUSG00000015889	8260	5670	11192	1131	1049	1266
ENSG00000111145__ENSMUSG00000008398	839	601	1648	298	191	205
ENSG00000059758__ENSMUSG00000020015	739	546	1330	635	731	931
ENSG00000252827__ENSMUSG00000088213	1	0	0	0	0	0
ENSG00000188596__ENSMUSG00000020014	7	6	16	2	3	3
ENSG00000139350__ENSMUSG00000019988	1102	591	2123	685	761	960
ENSG00000221479__ENSMUSG00000093227	0	0	1	0	0	0
ENSG00000207586__ENSMUSG00000065524	16	17	36	0	0	0
ENSG00000206899__ENSMUSG00000064890	0	0	3	0	0	0
ENSG00000206899__ENSMUSG00000065034	0	0	3	0	0	0
ENSG00000120802__ENSMUSG00000019961	11364	8020	16573	3777	4210	4523
ENSG00000075415__ENSMUSG00000061904	33843	37084	30464	10604	10157	10891
ENSG00000212443__ENSMUSG00000077167	12	7	14	7	10	23
ENSG00000166130__ENSMUSG00000019975	497	613	1338	519	565	621
ENSG00000120868__ENSMUSG00000019979	837	576	1740	2141	2063	2420
ENSG00000185046__ENSMUSG00000058589	64	49	97	8	3	11
ENSG00000111647__ENSMUSG00000019951	932	506	2200	934	1111	1377
ENSG00000075089__ENSMUSG00000019948	1660	1074	2123	311	358	423
ENSG00000136021__ENSMUSG00000069539	1996	1059	4692	796	891	1025
ENSG00000179520__ENSMUSG00000019935	4	4	6	0	0	0
ENSG00000012504__ENSMUSG00000047638	0	0	0	0	0	1
ENSG00000139354__ENSMUSG00000074802	486	268	603	659	789	924
ENSG00000151572__ENSMUSG00000035189	70	55	130	0	1	0
ENSG00000256870__ENSMUSG00000020062	9	15	21	1	2	4
ENSG00000120800__ENSMUSG00000004356	5890	2843	12395	3499	3796	4045
ENSG00000120805__ENSMUSG00000060904	2823	2091	3825	1575	1608	1676
ENSG00000166211__ENSMUSG00000004359	0	0	1	244	416	309
ENSG00000196091__ENSMUSG00000020061	6	4	8	5	4	9
ENSG00000111666__ENSMUSG00000060002	1813	1954	1860	541	609	825
ENSG00000139351__ENSMUSG00000067909	1	2	7	0	0	0
ENSG00000139351__ENSMUSG00000080725	1	2	7	0	0	0
ENSG00000139351__ENSMUSG00000073267	1	2	7	0	0	0
ENSG00000139351__ENSMUSG00000020059	1	2	7	26	29	71
ENSG00000139351__ENSMUSG00000073245	1	2	7	0	0	0
ENSG00000139351__ENSMUSG00000084063	1	2	7	0	0	0
ENSG00000139351__ENSMUSG00000081218	1	2	7	0	0	0
ENSG00000139351__ENSMUSG00000073177	1	2	7	0	0	0
ENSG00000139351__ENSMUSG00000073255	1	2	7	0	0	0
ENSG00000139351__ENSMUSG00000031125	1	2	7	2	0	3
ENSG00000139351__ENSMUSG00000073247	1	2	7	0	0	0
ENSG00000139351__ENSMUSG00000083628	1	2	7	0	0	0
ENSG00000139351__ENSMUSG00000082639	1	2	7	0	0	0
ENSG00000139351__ENSMUSG00000071788	1	2	7	0	0	0
ENSG00000139351__ENSMUSG00000054626	1	2	7	1	6	8
ENSG00000139351__ENSMUSG00000079655	1	2	7	0	0	0
ENSG00000139351__ENSMUSG00000054727	1	2	7	0	1	0
ENSG00000139351__ENSMUSG00000073257	1	2	7	0	0	0
ENSG00000111670__ENSMUSG00000035311	1339	858	2885	1190	1284	1370
ENSG00000136048__ENSMUSG00000020057	261	404	553	4	1	6
ENSG00000120860__ENSMUSG00000020056	274	202	293	417	407	478
ENSG00000075188__ENSMUSG00000035351	2878	2570	2924	833	773	939
ENSG00000185480__ENSMUSG00000035365	1388	792	2444	331	399	463
ENSG00000183395__ENSMUSG00000035383	4	3	19	4	2	12
ENSG00000017427__ENSMUSG00000020053	1	1	1	3	5	6
ENSG00000171759__ENSMUSG00000020051	167	109	177	0	0	0
ENSG00000139352__ENSMUSG00000020052	1	1	1	0	0	0
ENSG00000179088__ENSMUSG00000047129	5	0	5	0	0	0
ENSG00000136011__ENSMUSG00000035459	16	8	10	6	5	13
ENSG00000111696__ENSMUSG00000054027	689	488	781	1161	977	1143
ENSG00000166598__ENSMUSG00000020048	34540	20687	69019	10688	11161	11664
ENSG00000204954__ENSMUSG00000063320	538	514	568	271	335	335
ENSG00000139372__ENSMUSG00000034674	4112	2781	7440	801	720	806
ENSG00000120820__ENSMUSG00000020251	330	292	391	2	3	0
ENSG00000111727__ENSMUSG00000020246	66	31	129	171	189	251
ENSG00000120837__ENSMUSG00000020248	2322	1839	4045	1109	1347	1710
ENSG00000198431__ENSMUSG00000020250	11595	8028	15652	8720	9656	10333
ENSG00000171310__ENSMUSG00000034612	1270	1144	1161	365	329	493
ENSG00000136052__ENSMUSG00000034591	180	134	389	4	5	10
ENSG00000151131__ENSMUSG00000020255	1820	2366	2015	950	915	797
ENSG00000136010__ENSMUSG00000020256	376	188	637	83	91	143
ENSG00000136051__ENSMUSG00000034560	1755	925	4434	971	1347	1844
ENSG00000136044__ENSMUSG00000020263	1149	1019	1359	459	455	707
ENSG00000235162__ENSMUSG00000087651	979	989	1205	152	181	208
ENSG00000074590__ENSMUSG00000020032	2590	2386	2853	166	194	265
ENSG00000136026__ENSMUSG00000046841	9438	10501	8280	1701	1109	1208
ENSG00000166046__ENSMUSG00000020034	28	24	74	14	17	10
ENSG00000013503__ENSMUSG00000034453	1522	1124	2331	1333	1388	1562
ENSG00000111783__ENSMUSG00000020037	3	7	10	5	10	1
ENSG00000111785__ENSMUSG00000035620	967	658	1545	419	487	505
ENSG00000151135__ENSMUSG00000060935	390	331	774	315	421	420
ENSG00000120832__ENSMUSG00000049038	247	187	405	95	161	165
ENSG00000008405__ENSMUSG00000020038	1600	1296	2497	519	506	706
ENSG00000151136__ENSMUSG00000020042	935	983	871	335	401	408
ENSG00000136045__ENSMUSG00000001785	5986	4391	7104	1813	1775	1767
ENSG00000110851__ENSMUSG00000035529	1505	1346	1737	777	839	895
ENSG00000187855__ENSMUSG00000085111	0	0	0	3	1	1
ENSG00000075035__ENSMUSG00000063430	83	126	88	234	223	252
ENSG00000174600__ENSMUSG00000042190	245	308	205	260	185	289
ENSG00000198855__ENSMUSG00000053334	507	494	564	171	153	188
ENSG00000075856__ENSMUSG00000018974	8597	8531	9640	2131	2031	2120
ENSG00000136003__ENSMUSG00000025825	2827	3284	3453	652	635	653
ENSG00000183160__ENSMUSG00000054675	26	23	14	0	0	0
ENSG00000110876__ENSMUSG00000048163	9	5	8	86	49	130
ENSG00000110880__ENSMUSG00000004530	8499	7412	9890	3556	3927	3829
ENSG00000084112__ENSMUSG00000042121	2608	2533	2857	1540	1600	1505
ENSG00000110887__ENSMUSG00000042096	2	2	1	1	7	3
ENSG00000166111__ENSMUSG00000042078	27	38	20	101	66	95
ENSG00000135093__ENSMUSG00000029592	404	384	351	587	556	625
ENSG00000189046__ENSMUSG00000044339	1304	1414	1162	405	438	463
ENSG00000076248__ENSMUSG00000029591	12777	16400	12865	2185	2210	2206
ENSG00000076555__ENSMUSG00000042010	980	820	746	1072	1203	1114
ENSG00000139445__ENSMUSG00000042002	19	13	23	27	70	96
ENSG00000174527__ENSMUSG00000066952	7	8	12	9	12	17
ENSG00000110906__ENSMUSG00000001098	4665	4540	4743	392	328	388
ENSG00000151148__ENSMUSG00000029577	1995	1925	1908	1922	1671	1825
ENSG00000139428__ENSMUSG00000029575	2709	2202	1956	273	312	378
ENSG00000110921__ENSMUSG00000041939	3433	2327	2302	427	519	445
ENSG00000139438__ENSMUSG00000041930	61	83	76	254	275	213
ENSG00000111199__ENSMUSG00000014158	146	163	95	46	46	63
ENSG00000139433__ENSMUSG00000011884	3706	3784	3608	2425	2317	2468
ENSG00000139436__ENSMUSG00000041890	901	676	1024	1433	1332	1519
