index	gene_name	mean_tpm
ENSG00000169057	MECP2	2522.0486339844133
ENSG00000172748	ZNF596	84.26739570278556
ENSG00000215372	ZNF705G	0.31136988462456333
ENSG00000215356	ZNF705B	0.0
ENSG00000171056	SOX7	46.21270888615303
ENSG00000136574	GATA4	7.716825112996646
ENSG00000215343	ZNF705D	0.93410965387369
ENSG00000179388	EGR3	6.32265790868824
ENSG00000167034	NKX3-1	47.48278606042518
ENSG00000180053	NKX2-6	1.0200904655441467
ENSG00000221818	EBF2	4.679827673894963
ENSG00000147421	HMBOX1	430.1097772574943
ENSG00000165066	NKX6-3	0.99568601793519
ENSG00000131931	THAP1	807.3799115839838
ENSG00000221869	CEBPD	44.311936216348435
ENSG00000019549	SNAI2	71.92039251894276
ENSG00000147488	ST18	1.3813997354648364
ENSG00000164736	SOX17	0.3357743322335233
ENSG00000181690	PLAG1	403.34934691511603
ENSG00000180828	BHLHE22	0.3357743322335233
ENSG00000185697	MYBL1	185.7092337373875
ENSG00000261787	TCF24	37.37836870534133
ENSG00000147596	PRDM14	3346.4020057658527
ENSG00000178860	MSC	103.09345270089898
ENSG00000164749	HNF4G	76.8202465976483
ENSG00000091656	ZFHX4	72.63646360221581
ENSG00000164683	HEY1	174.37974625146398
ENSG00000164684	ZNF704	243.49617068885996
ENSG00000133740	E2F5	2524.18681387538
ENSG00000164920	OSR2	7.704057644153067
ENSG00000083307	GRHL2	1822.3235133035098
ENSG00000155090	KLF10	1954.7565980523802
ENSG00000104447	TRPS1	191.19105900787943
ENSG00000165156	ZHX1	366.3084882560167
ENSG00000212993	POU5F1B	6391.640356549353
ENSG00000136997	MYC	9030.426736985974
ENSG00000181638	ZFP41	730.5440209650096
ENSG00000250571	GLI4	196.92962528865732
ENSG00000182759	MAFA	66.95830255389944
ENSG00000181135	ZNF707	832.0114738950803
ENSG00000185122	HSF1	4516.58281365564
ENSG00000160973	FOXH1	3005.306561754403
ENSG00000196378	ZNF34	231.59277633412634
ENSG00000147789	ZNF7	1232.5534509100169
ENSG00000196150	ZNF250	518.989592288382
ENSG00000170631	ZNF16	843.25407984845
ENSG00000170122	FOXD4	3.2623865120557967
ENSG00000137090	DMRT1	20.6224409396234
ENSG00000064218	DMRT3	0.6227397692491267
ENSG00000173253	DMRT2	0.0
ENSG00000080298	RFX3	726.5903205920649
ENSG00000107249	GLIS3	28.504305845673297
ENSG00000147862	NFIB	223.78689272669303
ENSG00000173068	BNC2	847.309285207151
ENSG00000176399	DMRTA1	342.1133008104873
ENSG00000197579	TOPORS	2100.814859016023
ENSG00000205143	ARID3C	2.30274192049494
ENSG00000107175	CREB3	2587.78146910955
ENSG00000196092	PAX5	7.3694138019977435
ENSG00000204793	FOXD4L6	0.6471442168580867
ENSG00000204779	FOXD4L5	0.0
ENSG00000184659	FOXD4L4	0.0
ENSG00000187559	FOXD4L3	0.0
ENSG00000119138	KLF9	40.990524102634865
ENSG00000198963	RORB	139.074564516555
ENSG00000204612	FOXB2	1.6555977036368568
ENSG00000165030	NFIL3	736.5642003630552
ENSG00000127081	ZNF484	361.93181525134105
ENSG00000131668	BARX1	39.538117706153095
ENSG00000175787	ZNF169	227.14456974807135
ENSG00000196597	ZNF782	241.66274743281133
ENSG00000136936	XPA	156.659621640747
ENSG00000178919	FOXE1	1.9542001194178367
ENSG00000119508	NR4A3	3.9827440717407563
ENSG00000066697	MSANTD3	1656.1000108675764
ENSG00000136870	ZNF189	905.5621853606663
ENSG00000186051	TAL2	10.493619136930548
ENSG00000136826	KLF4	129.21827292319767
ENSG00000173258	ZNF483	492.61082301680835
ENSG00000106852	LHX6	117.641705574154
ENSG00000186130	ZBTB6	654.8596877554666
ENSG00000171448	ZBTB26	603.4471021025028
ENSG00000106689	LHX2	12.620911369767533
ENSG00000136931	NR5A1	13.814093948730772
ENSG00000148200	NR6A1	13424.700032109968
ENSG00000167081	PBX3	1331.2256688711768
ENSG00000136944	LMX1B	12.604752430689325
ENSG00000169155	ZBTB43	810.2218106778197
ENSG00000177125	ZBTB34	1704.4640886609302
ENSG00000196152	ZNF79	372.43397133326334
ENSG00000171169	NAIF1	606.7792098325763
ENSG00000167157	PRRX2	130.4220465823199
ENSG00000130711	PRDM12	5.139885224329683
ENSG00000125492	BARHL1	0.34854180107710336
ENSG00000165702	GFI1B	0.99568601793519
ENSG00000186350	RXRA	3013.5844179149194
ENSG00000107187	LHX3	0.34854180107710336
ENSG00000067082	KLF6	1993.3198344630134
ENSG00000107485	GATA3	25.04309909434633
ENSG00000168267	PTF1A	0.0
ENSG00000148516	ZEB1	31.810936996898192
ENSG00000095794	CREM	946.869520892836
ENSG00000198105	ZNF248	421.90558901555204
ENSG00000175395	ZNF25	52.9387140221212
ENSG00000189180	ZNF33A	1673.9421322357684
ENSG00000075407	ZNF37A	432.47136930879833
ENSG00000196693	ZNF33B	1372.8813742208652
ENSG00000243660	ZNF487	74.20122645588606
ENSG00000198298	ZNF485	323.3230920505837
ENSG00000169740	ZNF32	964.507957456199
ENSG00000165512	ZNF22	1589.3175274124103
ENSG00000165606	DRGX	0.99568601793519
ENSG00000150347	ARID5B	38.233612565997134
ENSG00000122877	EGR2	94.03701832328527
ENSG00000179774	ATOH7	16.0796639527732
ENSG00000138336	TET1	3064.2399828157536
ENSG00000122859	NEUROG3	3.3472368336480502
ENSG00000152804	HHEX	14.813268030983068
ENSG00000196233	LCOR	449.732003930965
ENSG00000119919	NKX2-3	0.0
ENSG00000075891	PAX2	0.3357743322335233
ENSG00000107807	TLX1	0.3357743322335233
ENSG00000138136	LBX1	0.0
ENSG00000107859	PITX3	3.6586067182726136
ENSG00000077150	NFKB2	1729.5518510470665
ENSG00000119950	MXI1	409.5934607601733
ENSG00000148737	TCF7L2	3244.3493107730665
ENSG00000148704	VAX1	0.31136988462456333
ENSG00000170370	EMX2	0.31136988462456333
ENSG00000095574	IKZF5	687.6364304241639
ENSG00000188620	HMX3	3.684141655959777
ENSG00000188816	HMX2	156.30738658457736
ENSG00000229544	NKX1-2	415.22562481901167
ENSG00000186766	FOXI2	79.97548842823024
ENSG00000108001	EBF3	11.165167801397603
ENSG00000148826	NKX6-2	1.72994153654194
ENSG00000151650	VENTX	291.15264208402397
ENSG00000185507	IRF7	221.54282032465133
ENSG00000177030	DEAF1	2465.84127743013
ENSG00000183734	ASCL2	12.622041859845744
ENSG00000149050	ZNF214	135.4844559926315
ENSG00000176009	ASCL3	0.6599116857016667
ENSG00000166478	ZNF143	1275.825631037963
ENSG00000187079	TEAD1	3713.564263650256
ENSG00000133794	ARNTL	299.320945506727
ENSG00000110693	SOX6	11.902911384321404
ENSG00000129152	MYOD1	0.31136988462456333
ENSG00000129173	E2F8	672.2286112060107
ENSG00000109851	DBX1	2.9615231161184035
ENSG00000007372	PAX6	18.597385051617533
ENSG00000184937	WT1	4.2325375923038235
ENSG00000135374	ELF5	0.0
ENSG00000135373	EHF	1.5940213395753566
ENSG00000052850	ALX4	0.31136988462456333
ENSG00000157613	CREB3L1	1018.4213912040599
ENSG00000025434	NR1H3	1318.7120959442457
ENSG00000066336	SPI1	17.576067501912732
ENSG00000124920	MYRF	680.8917235288336
