orth_id	hESC_rep1	hESC_rep2	mESC_rep1	mESC_rep2	mESC_rep3
ENSG00000176256__ENSMUSG00000048686	0	2	0	0	0
ENSG00000142698__ENSMUSG00000028813	499	331	1	1	1
ENSG00000163866__ENSMUSG00000042380	1553	1153	1260	1350	1707
ENSG00000189280__ENSMUSG00000042357	4	6	1816	1823	2553
ENSG00000189433__ENSMUSG00000046623	5	4	427	362	580
ENSG00000188910__ENSMUSG00000042367	24	27	11516	12022	16035
ENSG00000187513__ENSMUSG00000050234	312	643	93	90	172
ENSG00000116544__ENSMUSG00000042388	669	457	3612	3953	5488
ENSG00000243749__ENSMUSG00000070737	4	0	267	311	370
ENSG00000163867__ENSMUSG00000042408	548	484	1786	1771	2468
ENSG00000197056__ENSMUSG00000043872	1890	1785	4080	4202	5640
ENSG00000116560__ENSMUSG00000028820	33711	21843	29205	30543	38766
ENSG00000146463__ENSMUSG00000042446	9676	6791	11258	11496	14788
ENSG00000142687__ENSMUSG00000028830	4990	4177	595	672	884
ENSG00000020129__ENSMUSG00000028833	4028	1973	2459	2797	3708
ENSG00000116819__ENSMUSG00000042477	31	11	6	10	6
ENSG00000126067__ENSMUSG00000028837	7965	5777	6598	7014	8875
ENSG00000142686__ENSMUSG00000073755	1127	691	150	158	216
ENSG00000092853__ENSMUSG00000042489	3786	2415	3599	3933	4954
ENSG00000134698__ENSMUSG00000042500	1228	1372	54	46	64
ENSG00000092847__ENSMUSG00000041530	9384	6952	8038	8068	10839
ENSG00000126070__ENSMUSG00000028842	1442	1147	1482	1558	2241
ENSG00000092850__ENSMUSG00000028845	84	86	17	15	24
ENSG00000116863__ENSMUSG00000042558	1304	880	2025	2261	2870
ENSG00000171812__ENSMUSG00000056174	97	126	2	8	0
ENSG00000054116__ENSMUSG00000028847	2256	1582	1890	1997	2415
ENSG00000116871__ENSMUSG00000028849	5993	4945	3174	3377	4496
ENSG00000054118__ENSMUSG00000043962	18895	13510	21706	22407	29869
ENSG00000214193__ENSMUSG00000073758	493	458	266	274	369
ENSG00000142694__ENSMUSG00000050212	356	473	376	451	599
ENSG00000196182__ENSMUSG00000042608	2796	2474	3654	3716	4925
ENSG00000181817__ENSMUSG00000050188	1214	977	662	812	933
ENSG00000116885__ENSMUSG00000042616	142	141	253	234	321
ENSG00000116898__ENSMUSG00000028861	5227	3799	2858	2969	3936
ENSG00000119535__ENSMUSG00000028859	5	8	18	14	21
ENSG00000163873__ENSMUSG00000001985	333	366	4049	4440	5900
ENSG00000163874__ENSMUSG00000042677	381	294	565	570	787
ENSG00000163875__ENSMUSG00000028863	2470	1927	2071	2235	2866
ENSG00000163877__ENSMUSG00000050213	1078	986	2042	1976	2720
ENSG00000163879__ENSMUSG00000042707	364	425	4	2	5
ENSG00000134697__ENSMUSG00000028869	6616	4965	5877	6114	7801
ENSG00000169218__ENSMUSG00000028871	42	48	36	49	55
ENSG00000116922__ENSMUSG00000044730	1871	1276	1415	1583	1970
ENSG00000134690__ENSMUSG00000028873	3607	2712	6893	7504	9463
ENSG00000183317__ENSMUSG00000028876	48	11	76	85	134
ENSG00000185090__ENSMUSG00000042763	154	94	543	581	795
ENSG00000196449__ENSMUSG00000028889	1104	713	2407	2502	3108
ENSG00000197982__ENSMUSG00000078570	1456	971	130	157	182
ENSG00000188786__ENSMUSG00000028890	1278	1008	2048	2370	2784
ENSG00000204084__ENSMUSG00000028894	1569	1230	1836	1766	2277
ENSG00000183431__ENSMUSG00000028902	11316	7162	9050	9474	12210
ENSG00000183386__ENSMUSG00000032643	1192	875	1112	1178	1614
ENSG00000183520__ENSMUSG00000028907	3346	2415	2751	2872	3543
ENSG00000185668__ENSMUSG00000090125	724	615	154	181	245
ENSG00000116954__ENSMUSG00000028646	978	646	2929	2956	3822
ENSG00000214114__ENSMUSG00000028647	1225	840	1047	1054	1470
ENSG00000274944__ENSMUSG00000028647	0	0	1047	1054	1470
ENSG00000158315__ENSMUSG00000043333	6	10	127	94	141
ENSG00000174574__ENSMUSG00000023075	15938	11069	3508	3630	4544
ENSG00000168653__ENSMUSG00000028648	7606	5601	1360	1512	1981
ENSG00000127603__ENSMUSG00000028649	22895	17794	39182	38322	52508
ENSG00000090621__ENSMUSG00000011257	11629	8162	11510	12176	16392
ENSG00000163909__ENSMUSG00000032744	242	353	1	0	0
ENSG00000116981__ENSMUSG00000054958	0	0	2	2	2
ENSG00000116983__ENSMUSG00000046093	47	53	32	22	33
ENSG00000084072__ENSMUSG00000028651	1564	1221	2308	2618	3241
ENSG00000198754__ENSMUSG00000076436	19	14	14	8	8
ENSG00000198754__ENSMUSG00000076438	19	14	2	0	5
ENSG00000043514__ENSMUSG00000028653	1917	1597	1671	1676	2285
ENSG00000116990__ENSMUSG00000028654	2218	1994	1879	2033	2758
ENSG00000168389__ENSMUSG00000028655	1277	923	8	10	22
ENSG00000131236__ENSMUSG00000028656	16948	12348	11065	11546	15150
ENSG00000131238__ENSMUSG00000028657	10603	7124	3408	3543	4527
ENSG00000117000__ENSMUSG00000049878	3101	2645	8292	8365	10686
ENSG00000188800__ENSMUSG00000078577	1	0	0	0	0
ENSG00000084073__ENSMUSG00000043207	4444	2818	3250	3215	4060
ENSG00000049089__ENSMUSG00000028626	898	613	83	76	53
ENSG00000084070__ENSMUSG00000032870	803	610	1210	1335	1652
ENSG00000187815__ENSMUSG00000064141	327	228	110	97	138
ENSG00000164002__ENSMUSG00000028629	225	225	664	681	800
ENSG00000117016__ENSMUSG00000032890	2122	2273	501	462	632
ENSG00000066136__ENSMUSG00000032897	2496	1687	2994	3212	4381
ENSG00000117013__ENSMUSG00000028631	137	132	11	16	21
ENSG00000179862__ENSMUSG00000070803	326	315	70	66	112
ENSG00000171793__ENSMUSG00000028633	8690	5303	9955	10477	13195
ENSG00000171790__ENSMUSG00000047518	35	24	2	1	0
ENSG00000010803__ENSMUSG00000000085	1337	1335	988	1119	1410
ENSG00000204060__ENSMUSG00000052135	118	111	310	304	458
ENSG00000127129__ENSMUSG00000028635	5	0	0	2	2
ENSG00000127124__ENSMUSG00000028634	130	71	6	6	8
ENSG00000044012__ENSMUSG00000032978	0	0	0	0	0
ENSG00000197273__ENSMUSG00000023247	2	5	0	1	0
ENSG00000198815__ENSMUSG00000032998	4169	3144	3810	3814	4955
ENSG00000177181__ENSMUSG00000048899	681	568	177	182	258
ENSG00000066185__ENSMUSG00000070806	17	29	2	4	2
ENSG00000127125__ENSMUSG00000028636	933	791	1571	1467	2204
ENSG00000186409__ENSMUSG00000028637	90	80	394	429	533
ENSG00000171960__ENSMUSG00000033036	1481	1080	35	26	38
ENSG00000171960__ENSMUSG00000060288	1481	1080	2305	2371	3099
ENSG00000065978__ENSMUSG00000028639	60167	46087	52643	55240	73165
ENSG00000164007__ENSMUSG00000066058	538	493	16	28	33
ENSG00000117385__ENSMUSG00000028641	3913	3142	3487	3642	4973
ENSG00000164008__ENSMUSG00000078584	27	27	1995	2121	2772
ENSG00000274386__ENSMUSG00000028642	36	41	3	0	3
ENSG00000177868__ENSMUSG00000028643	942	782	637	635	868
ENSG00000164010__ENSMUSG00000028644	304	202	4	6	3
ENSG00000164011__ENSMUSG00000045268	761	594	319	340	389
ENSG00000117394__ENSMUSG00000028645	19739	16043	19233	19930	25789
ENSG00000186973__ENSMUSG00000049154	29	28	31	27	27
ENSG00000117395__ENSMUSG00000028729	4687	3016	7057	7498	9666
ENSG00000243710__ENSMUSG00000028730	17	28	11	12	13
ENSG00000179178__ENSMUSG00000050854	385	249	112	167	202
ENSG00000253313__ENSMUSG00000028536	163	188	14	14	35
ENSG00000066056__ENSMUSG00000033191	219	187	5	9	15
ENSG00000117400__ENSMUSG00000006389	7	2	2	0	0
ENSG00000117399__ENSMUSG00000006398	9020	6654	11464	12660	16303
ENSG00000066322__ENSMUSG00000006390	1209	858	462	507	631
ENSG00000159479__ENSMUSG00000006392	823	585	2449	2623	3626
ENSG00000198198__ENSMUSG00000033253	1248	969	3091	3169	4368
ENSG00000178922__ENSMUSG00000006395	190	182	33	45	59
ENSG00000142949__ENSMUSG00000033295	16174	12924	15388	16576	21278
ENSG00000066135__ENSMUSG00000033326	6751	4549	8154	9068	11279
ENSG00000126091__ENSMUSG00000028538	691	657	1173	1151	1480
ENSG00000117407__ENSMUSG00000028539	214	162	12	8	18
ENSG00000117408__ENSMUSG00000033365	2257	1326	2354	2393	3275
ENSG00000132768__ENSMUSG00000028540	3835	2056	1112	1154	1508
ENSG00000117410__ENSMUSG00000033379	4483	2639	2495	2667	3499
ENSG00000117411__ENSMUSG00000028541	4140	3246	347	330	405
ENSG00000159214__ENSMUSG00000078588	314	287	4	1	0
ENSG00000196517__ENSMUSG00000028542	1260	940	307	347	380
ENSG00000171872__ENSMUSG00000048626	2	2	25	16	32
ENSG00000283039__ENSMUSG00000070902	0	4	0	0	2
ENSG00000178028__ENSMUSG00000009640	2633	1625	2195	2191	2757
ENSG00000117419__ENSMUSG00000033423	3424	2453	1858	1950	2619
ENSG00000187147__ENSMUSG00000028677	4152	3184	6863	7729	9701
ENSG00000126106__ENSMUSG00000048772	319	311	14	19	17
ENSG00000198520__ENSMUSG00000060268	23	19	2	1	3
ENSG00000142945__ENSMUSG00000028678	4723	3851	7496	8198	10304
ENSG00000142937__ENSMUSG00000047675	57481	44584	32114	34779	46039
ENSG00000173846__ENSMUSG00000028680	443	309	661	687	891
ENSG00000188396__ENSMUSG00000047671	6	2	10	5	17
ENSG00000222009__ENSMUSG00000073771	63	46	2024	2225	2740
ENSG00000117425__ENSMUSG00000028681	32	50	907	959	1287
ENSG00000070785__ENSMUSG00000028683	1441	1221	2862	3007	3997
ENSG00000126107__ENSMUSG00000046861	2796	1937	1073	1206	1541
ENSG00000126088__ENSMUSG00000028684	2945	1784	3373	3290	4409
ENSG00000162415__ENSMUSG00000033948	728	648	393	445	569
ENSG00000186603__ENSMUSG00000043155	248	181	577	625	797
ENSG00000132781__ENSMUSG00000028687	1475	1113	917	998	1225
ENSG00000132773__ENSMUSG00000028688	1517	854	1568	1699	2086
ENSG00000070759__ENSMUSG00000033985	370	322	1577	1605	2194
ENSG00000132763__ENSMUSG00000028690	784	614	2623	2748	3248
ENSG00000117450__ENSMUSG00000028691	19827	13738	44341	45606	60626
ENSG00000117448__ENSMUSG00000028692	6690	5311	17819	18323	23831
ENSG00000132780__ENSMUSG00000028693	34357	26323	55600	57719	73006
ENSG00000159588__ENSMUSG00000034035	49	46	21	25	20
ENSG00000159592__ENSMUSG00000034042	6193	5195	8681	8903	11748
ENSG00000159596__ENSMUSG00000055900	2773	2195	1083	1094	1345
ENSG00000197429__ENSMUSG00000028696	487	487	546	658	716
ENSG00000086015__ENSMUSG00000003810	3593	2796	3685	3933	5074
ENSG00000117461__ENSMUSG00000028698	1979	1512	1288	1161	1529
ENSG00000117461__ENSMUSG00000111410	1979	1512	0	0	0
ENSG00000117472__ENSMUSG00000028699	0	2	125	89	174
ENSG00000250719__ENSMUSG00000078593	0	0	0	0	0
ENSG00000085998__ENSMUSG00000028700	2967	2352	2207	2161	2909
ENSG00000171357__ENSMUSG00000028701	34	17	175	257	295
ENSG00000085999__ENSMUSG00000028702	2034	1565	4117	4226	5463
ENSG00000132128__ENSMUSG00000028703	4257	3129	931	1017	1351
ENSG00000173660__ENSMUSG00000063882	11177	8138	5484	5602	7390
ENSG00000117481__ENSMUSG00000028706	1335	1031	1340	1557	1839
ENSG00000117480__ENSMUSG00000034171	466	221	72	61	120
ENSG00000197587__ENSMUSG00000028707	78	69	133	115	152
ENSG00000282881__ENSMUSG00000034185	0	0	0	0	0
ENSG00000162456__ENSMUSG00000073774	0	0	0	0	0
ENSG00000079277__ENSMUSG00000028708	865	761	1173	1223	1476
ENSG00000142961__ENSMUSG00000028709	395	208	1015	1102	1425
ENSG00000123472__ENSMUSG00000028710	4261	3655	2121	2165	2836
ENSG00000186118__ENSMUSG00000044556	7	0	0	0	5
ENSG00000159658__ENSMUSG00000034210	4257	3455	2486	2617	3353
ENSG00000142973__ENSMUSG00000028713	4	3	0	1	0
ENSG00000186377__ENSMUSG00000047155	76	50	25	28	30
ENSG00000162366__ENSMUSG00000028716	2	0	12	21	8
ENSG00000162367__ENSMUSG00000028717	27	7	26	53	60
ENSG00000123473__ENSMUSG00000028718	4500	3294	2174	2157	2922
ENSG00000162368__ENSMUSG00000028719	3011	2579	3744	3923	4919
ENSG00000186790__ENSMUSG00000044518	18	21	0	0	0
ENSG00000186564__ENSMUSG00000055210	11	24	10	6	0
ENSG00000269113__ENSMUSG00000070867	480	369	2	3	6
ENSG00000117834__ENSMUSG00000028544	47	53	0	0	0
ENSG00000132122__ENSMUSG00000034401	1126	1101	774	736	936
ENSG00000186094__ENSMUSG00000061298	22	20	0	0	0
ENSG00000162373__ENSMUSG00000028545	340	346	93	96	90
ENSG00000162374__ENSMUSG00000028546	83	151	105	101	132
ENSG00000142700__ENSMUSG00000047143	9	4	48	75	73
ENSG00000185104__ENSMUSG00000010517	3654	2763	7238	7373	9463
ENSG00000123080__ENSMUSG00000028551	5	16	90	111	117
ENSG00000204006__ENSMUSG00000060491	0	0	0	0	0
ENSG00000123091__ENSMUSG00000028557	4204	3120	1529	1653	1892
ENSG00000085831__ENSMUSG00000028555	245	255	10	8	6
ENSG00000085832__ENSMUSG00000028552	3314	2976	1954	2185	2509
ENSG00000117859__ENSMUSG00000028559	6011	5059	3788	3630	5050
ENSG00000078618__ENSMUSG00000053510	12694	8994	10403	10682	13619
ENSG00000169213__ENSMUSG00000003411	8112	6712	42	46	49
ENSG00000117862__ENSMUSG00000028567	5121	3906	2627	2827	3745
ENSG00000134717__ENSMUSG00000028568	6778	5330	5188	5319	6691
ENSG00000157077__ENSMUSG00000034557	2468	1930	1719	1718	2131
ENSG00000154222__ENSMUSG00000028582	1777	1121	3296	3586	4773
ENSG00000085840__ENSMUSG00000028587	5548	3139	4627	4965	6278
ENSG00000134748__ENSMUSG00000063800	4131	3027	5219	5550	6982
ENSG00000134744__ENSMUSG00000034610	4507	3737	4443	4513	5564
ENSG00000116157__ENSMUSG00000028597	768	817	343	302	431
ENSG00000182183__ENSMUSG00000059816	31	14	8	22	22
ENSG00000162377__ENSMUSG00000048351	4131	2735	1798	1872	2473
ENSG00000162378__ENSMUSG00000034636	3177	2255	6056	6168	7852
ENSG00000203995__ENSMUSG00000034645	72	95	1553	1443	2071
ENSG00000121310__ENSMUSG00000028601	394	336	3160	3428	4392
ENSG00000116171__ENSMUSG00000028603	2476	2066	3199	3419	4624
ENSG00000174348__ENSMUSG00000028600	5	17	25	36	35
ENSG00000162383__ENSMUSG00000008932	2	0	11	6	9
ENSG00000157184__ENSMUSG00000028607	1100	908	754	708	1076
ENSG00000162384__ENSMUSG00000028608	1660	1336	1677	1735	2288
ENSG00000162385__ENSMUSG00000028609	2152	1625	4945	5146	6559
ENSG00000157193__ENSMUSG00000028613	5453	4667	626	679	851
ENSG00000143006__ENSMUSG00000028610	1	6	24	36	34
ENSG00000174332__ENSMUSG00000034762	14	10	16	21	25
ENSG00000058804__ENSMUSG00000028614	9484	6518	6705	7002	9148
ENSG00000058799__ENSMUSG00000057375	1684	1224	1132	1237	1632
ENSG00000211452__ENSMUSG00000034785	4	9	0	0	2
ENSG00000081870__ENSMUSG00000063172	1245	1017	221	251	370
ENSG00000116212__ENSMUSG00000028617	3109	2346	2333	2357	3031
ENSG00000203985__ENSMUSG00000070877	3	0	0	0	0
ENSG00000116209__ENSMUSG00000028618	4438	3503	5389	5488	7020
ENSG00000116205__ENSMUSG00000028619	917	760	895	971	1221
ENSG00000256407__ENSMUSG00000028621	2	2	192	197	293
ENSG00000157211__ENSMUSG00000047636	0	0	2	4	0
ENSG00000215883__ENSMUSG00000028621	535	426	192	197	293
ENSG00000116221__ENSMUSG00000028622	5926	3900	3773	4210	5321
ENSG00000157216__ENSMUSG00000061887	10798	8288	3094	3329	4066
ENSG00000162390__ENSMUSG00000034853	193	178	67	78	118
ENSG00000162391__ENSMUSG00000034871	9	15	0	0	0
ENSG00000184313__ENSMUSG00000047502	4	3	2	19	26
ENSG00000271723__ENSMUSG00000047502	0	0	2	19	26
ENSG00000243725__ENSMUSG00000025413	83	65	3552	3661	4802
ENSG00000162396__ENSMUSG00000043572	702	539	1159	1210	1627
ENSG00000006555__ENSMUSG00000034919	16	27	12	13	8
ENSG00000162398__ENSMUSG00000054362	10	12	121	140	166
ENSG00000116133__ENSMUSG00000034926	54762	33648	11429	12593	16362
ENSG00000162399__ENSMUSG00000025418	42	22	3	0	4
ENSG00000169174__ENSMUSG00000044254	2833	2094	615	683	779
ENSG00000162402__ENSMUSG00000028514	6507	4836	12503	12751	16955
ENSG00000162407__ENSMUSG00000028517	2832	2155	1619	1644	2182
ENSG00000162409__ENSMUSG00000028518	808	920	1406	1439	1920
ENSG00000187889__ENSMUSG00000078612	16	10	2	5	8
ENSG00000157131__ENSMUSG00000035031	2	0	1	1	2
ENSG00000021852__ENSMUSG00000029656	4	2	16	8	19
ENSG00000173406__ENSMUSG00000028519	2748	2476	547	543	727
ENSG00000162600__ENSMUSG00000035069	525	403	700	759	909
ENSG00000184292__ENSMUSG00000051397	58	22	6	10	16
ENSG00000162601__ENSMUSG00000062627	6564	4251	3330	3370	4302
ENSG00000177606__ENSMUSG00000052684	907	593	329	421	455
ENSG00000172456__ENSMUSG00000028573	395	295	284	289	391
ENSG00000134709__ENSMUSG00000028572	2266	2004	4239	4357	5417
ENSG00000134716__ENSMUSG00000015224	38	45	48	39	63
ENSG00000134716__ENSMUSG00000028571	38	45	5	2	9
ENSG00000162598__ENSMUSG00000078639	2	1	0	0	0
ENSG00000162599__ENSMUSG00000028565	256	186	45	33	47
ENSG00000162604__ENSMUSG00000028563	477	451	482	456	647
ENSG00000132849__ENSMUSG00000061859	2099	1702	289	302	364
ENSG00000240563__ENSMUSG00000087166	39212	24993	35034	37038	47013
ENSG00000132854__ENSMUSG00000035407	83	163	178	187	203
ENSG00000162607__ENSMUSG00000028560	8363	5872	9072	9270	11966
ENSG00000116641__ENSMUSG00000028556	4734	3821	3187	3210	4363
ENSG00000132855__ENSMUSG00000028553	6	8	12	6	11
ENSG00000125703__ENSMUSG00000028550	1509	1243	824	861	1078
ENSG00000187140__ENSMUSG00000067261	783	433	1121	1267	1639
ENSG00000088035__ENSMUSG00000073792	1416	1025	2174	2250	2821
ENSG00000142856__ENSMUSG00000028549	2024	1644	291	319	376
ENSG00000203965__ENSMUSG00000073791	254	264	113	121	152
ENSG00000079739__ENSMUSG00000025791	4458	4350	2342	2568	3069
ENSG00000185483__ENSMUSG00000035305	9952	6183	361	385	525
ENSG00000177414__ENSMUSG00000069733	0	0	0	1	0
ENSG00000158966__ENSMUSG00000028532	10597	6513	2541	2681	3616
ENSG00000162437__ENSMUSG00000035275	2548	1715	436	466	586
ENSG00000162434__ENSMUSG00000028530	1772	1481	3476	3538	4479
ENSG00000162433__ENSMUSG00000028527	12992	9946	10399	10541	13815
ENSG00000116675__ENSMUSG00000028528	335	395	6701	6693	8646
ENSG00000213625__ENSMUSG00000035212	2341	1854	3940	4022	5338
ENSG00000116678__ENSMUSG00000057722	301	421	20	29	34
ENSG00000184588__ENSMUSG00000028525	1599	1351	2	6	10
ENSG00000118473__ENSMUSG00000028524	51	90	124	108	187
ENSG00000152760__ENSMUSG00000028523	20	19	0	1	0
ENSG00000172410__ENSMUSG00000066090	0	0	0	0	0
ENSG00000152763__ENSMUSG00000035126	103	100	51	73	71
ENSG00000198160__ENSMUSG00000028522	4056	2942	4501	4419	5736
ENSG00000116704__ENSMUSG00000028521	653	526	621	643	803
ENSG00000203963__ENSMUSG00000028520	0	0	0	0	1
ENSG00000162594__ENSMUSG00000049093	54	50	2	0	0
ENSG00000081985__ENSMUSG00000018341	149	139	8	2	5
ENSG00000142864__ENSMUSG00000036371	52336	37385	60627	64054	81709
ENSG00000116717__ENSMUSG00000036390	619	493	1083	1135	1343
ENSG00000172380__ENSMUSG00000036402	3306	3159	1188	1234	1510
ENSG00000116729__ENSMUSG00000028173	4570	4166	526	557	730
ENSG00000116745__ENSMUSG00000028174	0	0	1	2	0
ENSG00000024526__ENSMUSG00000028175	3736	3431	885	960	1189
ENSG00000033122__ENSMUSG00000028176	102	129	1	1	4
ENSG00000066557__ENSMUSG00000063052	3934	2924	5553	5678	7221
ENSG00000116754__ENSMUSG00000055436	14460	10031	16720	17305	22590
ENSG00000118454__ENSMUSG00000039988	1712	1431	5121	5282	6672
ENSG00000116761__ENSMUSG00000028179	790	790	13619	14369	18213
ENSG00000050628__ENSMUSG00000040016	23	14	6	6	8
ENSG00000132485__ENSMUSG00000028180	7619	5128	12302	12328	15144
ENSG00000172260__ENSMUSG00000040037	297	378	16	10	7
ENSG00000162620__ENSMUSG00000028182	22	20	12	5	14
ENSG00000254685__ENSMUSG00000053870	301	298	824	748	1029
ENSG00000259030__ENSMUSG00000040086	8	16	0	0	0
ENSG00000116783__ENSMUSG00000040086	2	1	0	0	0
ENSG00000178965__ENSMUSG00000078161	6	0	4	14	33
ENSG00000116791__ENSMUSG00000028199	2522	1958	1955	2052	2760
ENSG00000162623__ENSMUSG00000047583	1781	1332	669	661	755
ENSG00000162624__ENSMUSG00000096225	28	12	2	0	4
ENSG00000137968__ENSMUSG00000028360	566	564	4	0	2
ENSG00000117054__ENSMUSG00000062908	3523	2682	8738	9065	11561
ENSG00000137955__ENSMUSG00000038975	4109	2468	6747	6922	9237
ENSG00000057468__ENSMUSG00000005493	15	0	42	63	107
ENSG00000154007__ENSMUSG00000038997	0	0	0	5	4
ENSG00000184005__ENSMUSG00000052544	2059	1733	398	433	495
ENSG00000117069__ENSMUSG00000039037	1067	1376	2	0	1
ENSG00000142892__ENSMUSG00000039047	1664	1337	1829	2022	2452
ENSG00000154027__ENSMUSG00000039058	155	127	11	4	12
ENSG00000036549__ENSMUSG00000039068	4445	3226	7003	7246	9360
ENSG00000077254__ENSMUSG00000025437	5966	4547	3955	4294	5365
ENSG00000180488__ENSMUSG00000054942	673	695	5719	5746	7471
ENSG00000162614__ENSMUSG00000039103	495	390	37	58	93
ENSG00000162613__ENSMUSG00000028034	14431	9910	19664	20685	26814
ENSG00000162616__ENSMUSG00000028035	789	713	342	342	422
ENSG00000137960__ENSMUSG00000039131	41	46	163	150	162
ENSG00000122420__ENSMUSG00000028036	7	6	0	0	0
ENSG00000137959__ENSMUSG00000039146	2	9	0	0	0
ENSG00000137965__ENSMUSG00000028037	0	2	0	0	0
ENSG00000162618__ENSMUSG00000039167	320	585	0	0	0
ENSG00000117114__ENSMUSG00000028184	20025	14848	1393	1309	1772
ENSG00000137941__ENSMUSG00000036745	574	411	24	27	25
ENSG00000142875__ENSMUSG00000005034	3491	2415	3088	3080	4071
ENSG00000203943__ENSMUSG00000048652	72	58	2	0	1
ENSG00000137976__ENSMUSG00000028185	0	2	0	0	0
ENSG00000117133__ENSMUSG00000028187	2695	2030	3276	3659	4665
ENSG00000122432__ENSMUSG00000028188	17	24	89	107	122
ENSG00000117151__ENSMUSG00000028189	333	376	143	164	218
ENSG00000117155__ENSMUSG00000036825	2345	1818	1403	1391	1757
ENSG00000171517__ENSMUSG00000036832	713	510	15	14	8
ENSG00000153898__ENSMUSG00000011008	55	37	0	2	0
ENSG00000162643__ENSMUSG00000043020	28	28	0	2	1
ENSG00000055732__ENSMUSG00000036853	279	165	16	18	13
ENSG00000097096__ENSMUSG00000036863	776	561	2214	2261	3040
ENSG00000162642__ENSMUSG00000036873	1549	1106	1022	1154	1500
ENSG00000142867__ENSMUSG00000028191	1520	1108	2267	2597	3010
ENSG00000153904__ENSMUSG00000028194	2541	1974	2559	2635	3363
ENSG00000142871__ENSMUSG00000028195	3016	2238	677	622	876
ENSG00000117174__ENSMUSG00000074182	1471	959	2323	2496	3111
ENSG00000122417__ENSMUSG00000028256	1579	1249	430	434	509
ENSG00000137975__ENSMUSG00000036960	8	4	0	2	0
ENSG00000016490__ENSMUSG00000028255	10	6	0	0	0
ENSG00000016602__ENSMUSG00000074195	0	0	2	7	0
ENSG00000016602__ENSMUSG00000068547	0	0	18	45	51
ENSG00000097033__ENSMUSG00000037062	3553	2886	1589	1665	2026
ENSG00000183291__ENSMUSG00000037072	5630	4377	9287	9734	12206
ENSG00000153936__ENSMUSG00000040151	3313	2750	2456	2541	3304
ENSG00000267561__ENSMUSG00000040151	0	0	2456	2541	3304
ENSG00000143013__ENSMUSG00000028266	5366	4010	316	304	417
ENSG00000065243__ENSMUSG00000004591	4119	3083	7832	8102	10157
ENSG00000137947__ENSMUSG00000028271	969	779	1695	1746	2240
ENSG00000137944__ENSMUSG00000040213	2938	2189	625	690	942
ENSG00000213516__ENSMUSG00000031134	2507	1661	1510	1549	1947
ENSG00000162645__ENSMUSG00000028270	10	2	0	2	5
ENSG00000162645__ENSMUSG00000040264	10	2	0	0	0
ENSG00000154451__ENSMUSG00000105504	5	6	8	8	6
ENSG00000183347__ENSMUSG00000029298	4	0	108	117	142
ENSG00000183347__ENSMUSG00000105096	4	0	0	2	0
ENSG00000183347__ENSMUSG00000034438	4	0	4	2	1
ENSG00000183347__ENSMUSG00000079362	4	0	0	0	0
ENSG00000183347__ENSMUSG00000104713	4	0	0	0	4
ENSG00000183347__ENSMUSG00000092021	4	0	0	0	0
ENSG00000183347__ENSMUSG00000079363	4	0	137	146	217
ENSG00000197147__ENSMUSG00000070639	3993	2854	576	612	745
ENSG00000171488__ENSMUSG00000054720	345	305	53	50	62
ENSG00000171492__ENSMUSG00000046079	4013	3103	6085	6507	8477
